LocID,Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
840,United States of America,2055,15-19,15,5,11061.006,10631.556,21692.562
826,United Kingdom,2054,15-19,15,5,1992.225,1900.928,3893.153
840,United States of America,2054,15-19,15,5,11091.847,10665.552,21757.399
826,United Kingdom,2053,15-19,15,5,1988.213,1897.348,3885.561
840,United States of America,2053,15-19,15,5,11106.439,10681.464,21787.903
826,United Kingdom,2052,15-19,15,5,1983.435,1892.799,3876.234
840,United States of America,2052,15-19,15,5,11104.943,10680.021,21784.964
826,United Kingdom,2051,15-19,15,5,1978.794,1888.182,3866.976
840,United States of America,2051,15-19,15,5,11090.382,10664.619,21755.001
826,United Kingdom,2050,15-19,15,5,1975.44,1884.627,3860.067
840,United States of America,2050,15-19,15,5,11068.898,10641.655,21710.553
826,United Kingdom,2050,20-24,20,5,2085.247,1993.719,4078.966
840,United States of America,2050,20-24,20,5,11492.067,11124.301,22616.368
826,United Kingdom,2051,20-24,20,5,2076.148,1985.349,4061.497
840,United States of America,2051,20-24,20,5,11513.455,11144.659,22658.114
826,United Kingdom,2052,20-24,20,5,2067.712,1977.477,4045.189
840,United States of America,2052,20-24,20,5,11528.646,11158.951,22687.597
826,United Kingdom,2053,20-24,20,5,2060.651,1970.77,4031.421
840,United States of America,2053,20-24,20,5,11539.98,11169.151,22709.131
826,United Kingdom,2054,20-24,20,5,2055.464,1965.677,4021.141
840,United States of America,2054,20-24,20,5,11548.36,11175.679,22724.039
826,United Kingdom,2055,20-24,20,5,2051.725,1961.703,4013.428
840,United States of America,2055,20-24,20,5,11549.389,11173.608,22722.997
826,United Kingdom,2056,20-24,20,5,2051.37,1961.538,4012.908
840,United States of America,2056,20-24,20,5,11546.973,11171.136,22718.109
826,United Kingdom,2057,20-24,20,5,2053.893,1964.062,4017.955
840,United States of America,2057,20-24,20,5,11547.507,11171.633,22719.14
826,United Kingdom,2058,20-24,20,5,2058.884,1968.849,4027.733
840,United States of America,2058,20-24,20,5,11550.308,11174.094,22724.402
826,United Kingdom,2059,20-24,20,5,2065.235,1974.762,4039.997
840,United States of America,2059,20-24,20,5,11551.369,11174.179,22725.548
826,United Kingdom,2060,20-24,20,5,2071.376,1980.18,4051.556
840,United States of America,2060,20-24,20,5,11543.398,11164.266,22707.664
826,United Kingdom,2061,20-24,20,5,2079.312,1987.923,4067.235
840,United States of America,2061,20-24,20,5,11533.857,11155.086,22688.943
826,United Kingdom,2062,20-24,20,5,2088.566,1996.902,4085.468
840,United States of America,2062,20-24,20,5,11526.571,11148.152,22674.723
826,United Kingdom,2063,20-24,20,5,2098.247,2006.198,4104.445
840,United States of America,2063,20-24,20,5,11521.705,11143.302,22665.007
826,United Kingdom,2064,20-24,20,5,2106.82,2014.244,4121.064
840,United States of America,2064,20-24,20,5,11517.214,11138.214,22655.428
826,United Kingdom,2065,20-24,20,5,2112.538,2019.261,4131.799
840,United States of America,2065,20-24,20,5,11507.31,11126.867,22634.177
826,United Kingdom,2066,20-24,20,5,2117.956,2024.675,4142.631
840,United States of America,2066,20-24,20,5,11501.747,11121.246,22622.993
826,United Kingdom,2067,20-24,20,5,2121.926,2028.68,4150.606
840,United States of America,2067,20-24,20,5,11500.605,11119.967,22620.572
826,United Kingdom,2068,20-24,20,5,2124.32,2031.047,4155.367
840,United States of America,2068,20-24,20,5,11504.569,11123.719,22628.288
826,United Kingdom,2069,20-24,20,5,2124.882,2031.435,4156.317
840,United States of America,2069,20-24,20,5,11512.024,11130.617,22642.641
826,United Kingdom,2070,20-24,20,5,2122.823,2029.019,4151.842
840,United States of America,2070,20-24,20,5,11517.091,11134.239,22651.33
826,United Kingdom,2071,20-24,20,5,2121.063,2027.637,4148.7
840,United States of America,2071,20-24,20,5,11530.886,11147.218,22678.104
826,United Kingdom,2072,20-24,20,5,2118.145,2025.074,4143.219
840,United States of America,2072,20-24,20,5,11551.631,11167.189,22718.82
826,United Kingdom,2073,20-24,20,5,2114.304,2021.49,4135.794
840,United States of America,2073,20-24,20,5,11578.688,11193.266,22771.954
826,United Kingdom,2074,20-24,20,5,2109.553,2016.819,4126.372
840,United States of America,2074,20-24,20,5,11608.454,11221.547,22830.001
826,United Kingdom,2075,20-24,20,5,2103.218,2010.333,4113.551
840,United States of America,2075,20-24,20,5,11633.5,11244.254,22877.754
826,United Kingdom,2076,20-24,20,5,2098.397,2006.001,4104.398
840,United States of America,2076,20-24,20,5,11666.335,11275.586,22941.921
826,United Kingdom,2077,20-24,20,5,2093.809,2001.831,4095.64
840,United States of America,2077,20-24,20,5,11704.027,11311.806,23015.833
826,United Kingdom,2078,20-24,20,5,2089.437,1997.769,4087.206
840,United States of America,2078,20-24,20,5,11744.71,11351.016,23095.726
826,United Kingdom,2079,20-24,20,5,2084.834,1993.302,4078.136
840,United States of America,2079,20-24,20,5,11783.089,11387.742,23170.831
826,United Kingdom,2080,20-24,20,5,2079.009,1987.319,4066.328
840,United States of America,2080,20-24,20,5,11810.528,11412.948,23223.476
826,United Kingdom,2081,20-24,20,5,2075.12,1983.866,4058.986
840,United States of America,2081,20-24,20,5,11840.504,11441.763,23282.267
826,United Kingdom,2082,20-24,20,5,2071.917,1981.055,4052.972
840,United States of America,2082,20-24,20,5,11869.764,11470.192,23339.956
826,United Kingdom,2083,20-24,20,5,2069.375,1978.755,4048.13
840,United States of America,2083,20-24,20,5,11897.648,11497.304,23394.952
826,United Kingdom,2084,20-24,20,5,2067.102,1976.467,4043.569
840,United States of America,2084,20-24,20,5,11921.086,11519.666,23440.752
826,United Kingdom,2085,20-24,20,5,2064.087,1973.094,4037.181
840,United States of America,2085,20-24,20,5,11933.029,11529.782,23462.811
826,United Kingdom,2086,20-24,20,5,2063.535,1972.862,4036.397
840,United States of America,2086,20-24,20,5,11947.743,11544.051,23491.794
826,United Kingdom,2087,20-24,20,5,2064.069,1973.628,4037.697
840,United States of America,2087,20-24,20,5,11962.293,11558.289,23520.582
826,United Kingdom,2088,20-24,20,5,2065.393,1974.997,4040.39
840,United States of America,2088,20-24,20,5,11976.071,11571.839,23547.91
826,United Kingdom,2089,20-24,20,5,2066.793,1976.186,4042.979
840,United States of America,2089,20-24,20,5,11985.587,11580.934,23566.521
826,United Kingdom,2090,20-24,20,5,2067.039,1975.921,4042.96
840,United States of America,2090,20-24,20,5,11983.454,11577.673,23561.127
826,United Kingdom,2091,20-24,20,5,2069.705,1978.706,4048.411
840,United States of America,2091,20-24,20,5,11986.506,11580.684,23567.19
826,United Kingdom,2092,20-24,20,5,2072.976,1982.023,4054.999
840,United States of America,2092,20-24,20,5,11990.105,11584.571,23574.676
826,United Kingdom,2093,20-24,20,5,2076.475,1985.442,4061.917
840,United States of America,2093,20-24,20,5,11993.831,11588.662,23582.493
826,United Kingdom,2094,20-24,20,5,2079.415,1988.12,4067.535
840,United States of America,2094,20-24,20,5,11995.504,11590.365,23585.869
826,United Kingdom,2095,20-24,20,5,2080.539,1988.737,4069.276
840,United States of America,2095,20-24,20,5,11989.245,11583.299,23572.544
826,United Kingdom,2096,20-24,20,5,2083.901,1992.196,4076.097
840,United States of America,2096,20-24,20,5,11993.505,11587.131,23580.636
826,United Kingdom,2097,20-24,20,5,2087.156,1995.536,4082.692
840,United States of America,2097,20-24,20,5,12001.183,11594.597,23595.78
826,United Kingdom,2098,20-24,20,5,2089.943,1998.304,4088.247
840,United States of America,2098,20-24,20,5,12012.02,11605.369,23617.389
826,United Kingdom,2099,20-24,20,5,2091.548,1999.711,4091.259
840,United States of America,2099,20-24,20,5,12023.216,11616.393,23639.609
826,United Kingdom,2100,20-24,20,5,2090.797,1998.536,4089.333
840,United States of America,2100,20-24,20,5,12027.882,11620.341,23648.223
826,United Kingdom,2100,25-29,25,5,2153.839,2062.983,4216.822
840,United States of America,2100,25-29,25,5,12434.887,12070.883,24505.77
826,United Kingdom,2099,25-29,25,5,2151.673,2061.345,4213.018
840,United States of America,2099,25-29,25,5,12432.399,12068.562,24500.961
826,United Kingdom,2098,25-29,25,5,2148.636,2058.592,4207.228
840,United States of America,2098,25-29,25,5,12429.4,12065.657,24495.057
826,United Kingdom,2097,25-29,25,5,2145.337,2055.375,4200.712
840,United States of America,2097,25-29,25,5,12427.36,12063.746,24491.106
826,United Kingdom,2096,25-29,25,5,2142.374,2052.363,4194.737
840,United States of America,2096,25-29,25,5,12426.506,12063.263,24489.769
826,United Kingdom,2095,25-29,25,5,2140.187,2050.073,4190.26
840,United States of America,2095,25-29,25,5,12426.48,12064.108,24490.588
826,United Kingdom,2094,25-29,25,5,2138.832,2049.194,4188.026
840,United States of America,2094,25-29,25,5,12421.463,12059.988,24481.451
826,United Kingdom,2093,25-29,25,5,2137.306,2047.853,4185.159
840,United States of America,2093,25-29,25,5,12411.59,12050.803,24462.393
826,United Kingdom,2092,25-29,25,5,2136.179,2046.7,4182.879
840,United States of America,2092,25-29,25,5,12398.981,12038.772,24437.753
826,United Kingdom,2091,25-29,25,5,2135.987,2046.337,4182.324
840,United States of America,2091,25-29,25,5,12385.754,12026.242,24411.996
826,United Kingdom,2090,25-29,25,5,2137.07,2047.168,4184.238
840,United States of America,2090,25-29,25,5,12373.388,12015.021,24388.409
826,United Kingdom,2089,25-29,25,5,2138.931,2049.402,4188.333
840,United States of America,2089,25-29,25,5,12353.626,11996.821,24350.447
826,United Kingdom,2088,25-29,25,5,2141.028,2051.552,4192.58
840,United States of America,2088,25-29,25,5,12328.785,11973.245,24302.03
826,United Kingdom,2087,25-29,25,5,2143.732,2054.048,4197.78
840,United States of America,2087,25-29,25,5,12301.828,11947.476,24249.304
826,United Kingdom,2086,25-29,25,5,2147.284,2057.215,4204.499
840,United States of America,2086,25-29,25,5,12274.786,11921.744,24196.53
826,United Kingdom,2085,25-29,25,5,2151.812,2061.287,4213.099
840,United States of America,2085,25-29,25,5,12248.561,11897.125,24145.686
826,United Kingdom,2084,25-29,25,5,2156.38,2066.11,4222.49
840,United States of America,2084,25-29,25,5,12213.404,11864.196,24077.6
826,United Kingdom,2083,25-29,25,5,2160.73,2070.378,4231.108
840,United States of America,2083,25-29,25,5,12173.906,11826.605,24000.511
826,United Kingdom,2082,25-29,25,5,2165.252,2074.578,4239.83
840,United States of America,2082,25-29,25,5,12134.274,11788.651,23922.925
826,United Kingdom,2081,25-29,25,5,2170.247,2079.12,4249.367
840,United States of America,2081,25-29,25,5,12098.697,11754.725,23853.422
826,United Kingdom,2080,25-29,25,5,2175.808,2084.21,4260.018
840,United States of America,2080,25-29,25,5,12069.516,11727.491,23797.007
826,United Kingdom,2079,25-29,25,5,2180.885,2089.441,4270.326
840,United States of America,2079,25-29,25,5,12036.769,11696.703,23733.472
826,United Kingdom,2078,25-29,25,5,2185.385,2093.821,4279.206
840,United States of America,2078,25-29,25,5,12005.95,11667.468,23673.418
826,United Kingdom,2077,25-29,25,5,2189.38,2097.558,4286.938
840,United States of America,2077,25-29,25,5,11980.127,11643.01,23623.137
826,United Kingdom,2076,25-29,25,5,2192.708,2100.583,4293.291
840,United States of America,2076,25-29,25,5,11961.542,11625.744,23587.286
826,United Kingdom,2075,25-29,25,5,2195.201,2102.766,4297.967
840,United States of America,2075,25-29,25,5,11950.882,11616.57,23567.452
826,United Kingdom,2074,25-29,25,5,2196.019,2103.971,4299.99
840,United States of America,2074,25-29,25,5,11938.241,11605.286,23543.527
826,United Kingdom,2073,25-29,25,5,2195.235,2103.376,4298.611
840,United States of America,2073,25-29,25,5,11929.83,11597.733,23527.563
826,United Kingdom,2072,25-29,25,5,2193.051,2101.247,4294.298
840,United States of America,2072,25-29,25,5,11927.008,11595.404,23522.412
826,United Kingdom,2071,25-29,25,5,2189.525,2097.71,4287.235
840,United States of America,2071,25-29,25,5,11930.037,11598.882,23528.919
826,United Kingdom,2070,25-29,25,5,2184.737,2092.912,4277.649
840,United States of America,2070,25-29,25,5,11938.27,11607.989,23546.259
826,United Kingdom,2069,25-29,25,5,2177.941,2086.856,4264.797
840,United States of America,2069,25-29,25,5,11940.658,11611.108,23551.766
826,United Kingdom,2068,25-29,25,5,2169.3,2078.777,4248.077
840,United States of America,2068,25-29,25,5,11944.412,11615.329,23559.741
826,United Kingdom,2067,25-29,25,5,2159.841,2069.713,4229.554
840,United States of America,2067,25-29,25,5,11950.663,11622.041,23572.704
826,United Kingdom,2066,25-29,25,5,2150.892,2061.019,4211.911
840,United States of America,2066,25-29,25,5,11959.742,11631.748,23591.49
826,United Kingdom,2065,25-29,25,5,2143.42,2053.736,4197.156
840,United States of America,2065,25-29,25,5,11971.172,11644.079,23615.251
826,United Kingdom,2064,25-29,25,5,2136.123,2047.188,4183.311
840,United States of America,2064,25-29,25,5,11971.982,11646.263,23618.245
826,United Kingdom,2063,25-29,25,5,2129.578,2041.096,4170.674
840,United States of America,2063,25-29,25,5,11970.4,11645.778,23616.178
826,United Kingdom,2062,25-29,25,5,2124.72,2036.444,4161.164
840,United States of America,2062,25-29,25,5,11968.751,11644.951,23613.702
826,United Kingdom,2061,25-29,25,5,2122.544,2034.266,4156.81
840,United States of America,2061,25-29,25,5,11969.613,11646.584,23616.197
826,United Kingdom,2060,25-29,25,5,2123.612,2035.174,4158.786
840,United States of America,2060,25-29,25,5,11974.014,11652.172,23626.186
826,United Kingdom,2059,25-29,25,5,2126.006,2037.842,4163.848
840,United States of America,2059,25-29,25,5,11965.568,11646.21,23611.778
826,United Kingdom,2058,25-29,25,5,2130.864,2042.607,4173.471
840,United States of America,2058,25-29,25,5,11956.213,11638.908,23595.121
826,United Kingdom,2057,25-29,25,5,2138.032,2049.415,4187.447
840,United States of America,2057,25-29,25,5,11945.725,11630.152,23575.877
826,United Kingdom,2056,25-29,25,5,2146.897,2057.742,4204.639
840,United States of America,2056,25-29,25,5,11932.099,11618.241,23550.34
826,United Kingdom,2055,25-29,25,5,2156.856,2067.047,4223.903
840,United States of America,2055,25-29,25,5,11913.564,11601.867,23515.431
826,United Kingdom,2054,25-29,25,5,2166.311,2076.322,4242.633
840,United States of America,2054,25-29,25,5,11872.721,11565.086,23437.807
826,United Kingdom,2053,25-29,25,5,2176.625,2086.152,4262.777
840,United States of America,2053,25-29,25,5,11825.415,11521.121,23346.536
826,United Kingdom,2052,25-29,25,5,2186.98,2095.885,4282.865
840,United States of America,2052,25-29,25,5,11773.08,11471.74,23244.82
826,United Kingdom,2051,25-29,25,5,2195.881,2104.228,4300.109
840,United States of America,2051,25-29,25,5,11715.999,11417.608,23133.607
826,United Kingdom,2050,25-29,25,5,2202.416,2110.386,4312.802
840,United States of America,2050,25-29,25,5,11654.664,11359.572,23014.236
826,United Kingdom,2050,30-34,30,5,2265.323,2177.627,4442.95
840,United States of America,2050,30-34,30,5,11565.218,11338.68,22903.898
826,United Kingdom,2051,30-34,30,5,2255.764,2168.32,4424.084
840,United States of America,2051,30-34,30,5,11607.286,11378.751,22986.037
826,United Kingdom,2052,30-34,30,5,2253.381,2165.652,4419.033
840,United States of America,2052,30-34,30,5,11675.813,11444.026,23119.839
826,United Kingdom,2053,30-34,30,5,2255.403,2167.051,4422.454
840,United States of America,2053,30-34,30,5,11761.381,11525.548,23286.929
826,United Kingdom,2054,30-34,30,5,2256.745,2167.758,4424.503
840,United States of America,2054,30-34,30,5,11849.685,11609.529,23459.214
826,United Kingdom,2055,30-34,30,5,2254.222,2164.727,4418.949
840,United States of America,2055,30-34,30,5,11931.316,11686.586,23617.902
826,United Kingdom,2056,30-34,30,5,2247.853,2158.664,4406.517
840,United States of America,2056,30-34,30,5,11997.208,11748.135,23745.343
826,United Kingdom,2057,30-34,30,5,2239.068,2150.399,4389.467
840,United States of America,2057,30-34,30,5,12056.785,11803.843,23860.628
826,United Kingdom,2058,30-34,30,5,2228.732,2140.672,4369.404
840,United States of America,2058,30-34,30,5,12108.883,11852.502,23961.385
826,United Kingdom,2059,30-34,30,5,2218.403,2130.81,4349.213
840,United States of America,2059,30-34,30,5,12153.894,11894.321,24048.215
826,United Kingdom,2060,30-34,30,5,2209.091,2121.627,4330.718
840,United States of America,2060,30-34,30,5,12192.413,11929.635,24122.048
826,United Kingdom,2061,30-34,30,5,2199.488,2112.638,4312.126
840,United States of America,2061,30-34,30,5,12216.66,11950.505,24167.165
826,United Kingdom,2062,30-34,30,5,2190.845,2104.512,4295.357
840,United States of America,2062,30-34,30,5,12233.308,11964.341,24197.649
826,United Kingdom,2063,30-34,30,5,2183.669,2097.671,4281.34
840,United States of America,2063,30-34,30,5,12243.603,11972.271,24215.874
826,United Kingdom,2064,30-34,30,5,2178.649,2092.715,4271.364
840,United States of America,2064,30-34,30,5,12250.495,11977.129,24227.624
826,United Kingdom,2065,30-34,30,5,2176.197,2089.955,4266.152
840,United States of America,2065,30-34,30,5,12256.585,11981.398,24237.983
826,United Kingdom,2066,30-34,30,5,2175.727,2089.643,4265.37
840,United States of America,2066,30-34,30,5,12258.156,11980.378,24238.534
826,United Kingdom,2067,30-34,30,5,2178.152,2092.066,4270.218
840,United States of America,2067,30-34,30,5,12259.989,11980.085,24240.074
826,United Kingdom,2068,30-34,30,5,2182.888,2096.572,4279.46
840,United States of America,2068,30-34,30,5,12261.224,11979.891,24241.115
826,United Kingdom,2069,30-34,30,5,2189.124,2102.308,4291.432
840,United States of America,2069,30-34,30,5,12260.574,11978.428,24239.002
826,United Kingdom,2070,30-34,30,5,2196.263,2108.66,4304.923
840,United States of America,2070,30-34,30,5,12257.836,11975.079,24232.915
826,United Kingdom,2071,30-34,30,5,2204.149,2116.373,4320.522
840,United States of America,2071,30-34,30,5,12251.615,11966.976,24218.591
826,United Kingdom,2072,30-34,30,5,2213.189,2125.128,4338.317
840,United States of America,2072,30-34,30,5,12245.214,11959.247,24204.461
826,United Kingdom,2073,30-34,30,5,2222.53,2134.045,4356.575
840,United States of America,2073,30-34,30,5,12238.904,11952.041,24190.945
826,United Kingdom,2074,30-34,30,5,2231.009,2141.948,4372.957
840,United States of America,2074,30-34,30,5,12233.249,11945.744,24178.993
826,United Kingdom,2075,30-34,30,5,2237.807,2147.986,4385.793
840,United States of America,2075,30-34,30,5,12229.105,11940.957,24170.062
826,United Kingdom,2076,30-34,30,5,2242.9,2153.014,4395.914
840,United States of America,2076,30-34,30,5,12225.627,11935.758,24161.385
826,United Kingdom,2077,30-34,30,5,2246.548,2156.605,4403.153
840,United States of America,2077,30-34,30,5,12225.029,11933.737,24158.766
826,United Kingdom,2078,30-34,30,5,2248.671,2158.662,4407.333
840,United States of America,2078,30-34,30,5,12227.761,11935.384,24163.145
826,United Kingdom,2079,30-34,30,5,2249.331,2159.16,4408.491
840,United States of America,2079,30-34,30,5,12234.468,11941.189,24175.657
826,United Kingdom,2080,30-34,30,5,2248.538,2157.978,4406.516
840,United States of America,2080,30-34,30,5,12245.575,11951.257,24196.832
826,United Kingdom,2081,30-34,30,5,2246.351,2156.09,4402.441
840,United States of America,2081,30-34,30,5,12260.35,11964.014,24224.364
826,United Kingdom,2082,30-34,30,5,2243.157,2153.238,4396.395
840,United States of America,2082,30-34,30,5,12281.266,11983.11,24264.376
826,United Kingdom,2083,30-34,30,5,2239.115,2149.462,4388.577
840,United States of America,2083,30-34,30,5,12307.072,12007.195,24314.267
826,United Kingdom,2084,30-34,30,5,2234.499,2144.909,4379.408
840,United States of America,2084,30-34,30,5,12336.197,12034.544,24370.741
826,United Kingdom,2085,30-34,30,5,2229.459,2139.606,4369.065
840,United States of America,2085,30-34,30,5,12367.435,12063.737,24431.172
826,United Kingdom,2086,30-34,30,5,2224.322,2134.948,4359.27
840,United States of America,2086,30-34,30,5,12400.521,12094.389,24494.91
826,United Kingdom,2087,30-34,30,5,2219.528,2130.584,4350.112
840,United States of America,2087,30-34,30,5,12438.165,12129.672,24567.837
826,United Kingdom,2088,30-34,30,5,2214.948,2126.275,4341.223
840,United States of America,2088,30-34,30,5,12477.752,12167.111,24644.863
826,United Kingdom,2089,30-34,30,5,2210.402,2121.758,4332.16
840,United States of America,2089,30-34,30,5,12515.722,12203.127,24718.849
826,United Kingdom,2090,30-34,30,5,2205.759,2116.843,4322.602
840,United States of America,2090,30-34,30,5,12549.44,12234.82,24784.26
826,United Kingdom,2091,30-34,30,5,2201.757,2113.224,4314.981
840,United States of America,2091,30-34,30,5,12580.953,12264.031,24844.984
826,United Kingdom,2092,30-34,30,5,2198.411,2110.19,4308.601
840,United States of America,2092,30-34,30,5,12610.965,12292.143,24903.108
826,United Kingdom,2093,30-34,30,5,2195.612,2107.57,4303.182
840,United States of America,2093,30-34,30,5,12637.643,12317.231,24954.874
826,United Kingdom,2094,30-34,30,5,2193.274,2105.194,4298.468
840,United States of America,2094,30-34,30,5,12659.929,12338.089,24998.018
826,United Kingdom,2095,30-34,30,5,2191.294,2102.877,4294.171
840,United States of America,2095,30-34,30,5,12677.636,12354.339,25031.975
826,United Kingdom,2096,30-34,30,5,2190.793,2102.599,4293.392
840,United States of America,2096,30-34,30,5,12694.596,12369.323,25063.919
826,United Kingdom,2097,30-34,30,5,2191.216,2103.187,4294.403
840,United States of America,2097,30-34,30,5,12709.375,12382.527,25091.902
826,United Kingdom,2098,30-34,30,5,2192.237,2104.223,4296.46
840,United States of America,2098,30-34,30,5,12721.251,12393.279,25114.53
826,United Kingdom,2099,30-34,30,5,2193.475,2105.253,4298.728
840,United States of America,2099,30-34,30,5,12729.675,12401.01,25130.685
826,United Kingdom,2100,30-34,30,5,2194.64,2105.924,4300.564
840,United States of America,2100,30-34,30,5,12734.418,12405.36,25139.778
826,United Kingdom,2100,35-39,35,5,2227.355,2140.699,4368.054
840,United States of America,2100,35-39,35,5,12868.601,12567.099,25435.7
826,United Kingdom,2099,35-39,35,5,2229.835,2143.568,4373.403
840,United States of America,2099,35-39,35,5,12852.139,12552.313,25404.452
826,United Kingdom,2098,35-39,35,5,2232.419,2146.244,4378.663
840,United States of America,2098,35-39,35,5,12830.262,12532.295,25362.557
826,United Kingdom,2097,35-39,35,5,2235.175,2148.85,4384.025
840,United States of America,2097,35-39,35,5,12803.482,12507.523,25311.005
826,United Kingdom,2096,35-39,35,5,2238.154,2151.517,4389.671
840,United States of America,2096,35-39,35,5,12772.14,12478.313,25250.453
826,United Kingdom,2095,35-39,35,5,2241.444,2154.442,4395.886
840,United States of America,2095,35-39,35,5,12737.061,12445.45,25182.511
826,United Kingdom,2094,35-39,35,5,2246.517,2159.778,4406.295
840,United States of America,2094,35-39,35,5,12706.327,12417.454,25123.781
826,United Kingdom,2093,35-39,35,5,2251.267,2164.506,4415.773
840,United States of America,2093,35-39,35,5,12669.798,12383.541,25053.339
826,United Kingdom,2092,35-39,35,5,2255.801,2168.806,4424.607
840,United States of America,2092,35-39,35,5,12629.596,12345.782,24975.378
826,United Kingdom,2091,35-39,35,5,2260.258,2172.901,4433.159
840,United States of America,2091,35-39,35,5,12589.188,12307.635,24896.823
826,United Kingdom,2090,35-39,35,5,2264.748,2176.969,4441.717
840,United States of America,2090,35-39,35,5,12551.86,12272.445,24824.305
826,United Kingdom,2089,35-39,35,5,2270.171,2182.7,4452.871
840,United States of America,2089,35-39,35,5,12522.875,12246.196,24769.071
826,United Kingdom,2088,35-39,35,5,2274.939,2187.485,4462.424
840,United States of America,2088,35-39,35,5,12494.009,12219.759,24713.768
826,United Kingdom,2087,35-39,35,5,2278.892,2191.23,4470.122
840,United States of America,2087,35-39,35,5,12467.197,12195.142,24662.339
826,United Kingdom,2086,35-39,35,5,2281.757,2193.765,4475.522
840,United States of America,2086,35-39,35,5,12444.283,12174.173,24618.456
826,United Kingdom,2085,35-39,35,5,2283.408,2195.085,4478.493
840,United States of America,2085,35-39,35,5,12426.553,12158.037,24584.59
826,United Kingdom,2084,35-39,35,5,2284.475,2196.672,4481.147
840,United States of America,2084,35-39,35,5,12417.613,12151.201,24568.814
826,United Kingdom,2083,35-39,35,5,2283.899,2196.329,4480.228
840,United States of America,2083,35-39,35,5,12411.215,12146.522,24557.737
826,United Kingdom,2082,35-39,35,5,2281.696,2194.18,4475.876
840,United States of America,2082,35-39,35,5,12407.392,12144.086,24551.478
826,United Kingdom,2081,35-39,35,5,2277.806,2190.285,4468.091
840,United States of America,2081,35-39,35,5,12405.749,12143.655,24549.404
826,United Kingdom,2080,35-39,35,5,2272.319,2184.847,4457.166
840,United States of America,2080,35-39,35,5,12406.152,12145.264,24551.416
826,United Kingdom,2079,35-39,35,5,2265.812,2179.134,4444.946
840,United States of America,2079,35-39,35,5,12412.402,12152.934,24565.336
826,United Kingdom,2078,35-39,35,5,2257.431,2171.321,4428.752
840,United States of America,2078,35-39,35,5,12418.33,12160.269,24578.599
826,United Kingdom,2077,35-39,35,5,2248.028,2162.351,4410.379
840,United States of America,2077,35-39,35,5,12423.664,12167.057,24590.721
826,United Kingdom,2076,35-39,35,5,2238.758,2153.408,4392.166
840,United States of America,2076,35-39,35,5,12427.853,12172.764,24600.617
826,United Kingdom,2075,35-39,35,5,2230.472,2145.336,4375.808
840,United States of America,2075,35-39,35,5,12430.526,12176.993,24607.519
826,United Kingdom,2074,35-39,35,5,2223.634,2139.335,4362.969
840,United States of America,2074,35-39,35,5,12435.636,12183.72,24619.356
826,United Kingdom,2073,35-39,35,5,2217.513,2133.752,4351.265
840,United States of America,2073,35-39,35,5,12436.801,12186.601,24623.402
826,United Kingdom,2072,35-39,35,5,2212.749,2129.258,4342.007
840,United States of America,2072,35-39,35,5,12434.638,12186.237,24620.875
826,United Kingdom,2071,35-39,35,5,2210.106,2126.637,4336.743
840,United States of America,2071,35-39,35,5,12430.451,12184.036,24614.487
826,United Kingdom,2070,35-39,35,5,2210.041,2126.385,4336.426
840,United States of America,2070,35-39,35,5,12424.994,12180.892,24605.886
826,United Kingdom,2069,35-39,35,5,2212.932,2129.67,4342.602
840,United States of America,2069,35-39,35,5,12421.437,12179.499,24600.936
826,United Kingdom,2068,35-39,35,5,2218.189,2134.956,4353.145
840,United States of America,2068,35-39,35,5,12415.357,12175.897,24591.254
826,United Kingdom,2067,35-39,35,5,2225.319,2141.796,4367.115
840,United States of America,2067,35-39,35,5,12404.476,12167.924,24572.4
826,United Kingdom,2066,35-39,35,5,2233.564,2149.521,4383.085
840,United States of America,2066,35-39,35,5,12385.52,12152.254,24537.774
826,United Kingdom,2065,35-39,35,5,2242.431,2157.756,4400.187
840,United States of America,2065,35-39,35,5,12356.776,12126.943,24483.719
826,United Kingdom,2064,35-39,35,5,2252.076,2167.354,4419.43
840,United States of America,2064,35-39,35,5,12321.368,12095.178,24416.546
826,United Kingdom,2063,35-39,35,5,2262.49,2177.369,4439.859
840,United States of America,2063,35-39,35,5,12277.61,12055.266,24332.876
826,United Kingdom,2062,35-39,35,5,2272.664,2186.971,4459.635
840,United States of America,2062,35-39,35,5,12224.968,12006.501,24231.469
826,United Kingdom,2061,35-39,35,5,2281.091,2194.886,4475.977
840,United States of America,2061,35-39,35,5,12163.031,11948.484,24111.515
826,United Kingdom,2060,35-39,35,5,2287.006,2200.505,4487.511
840,United States of America,2060,35-39,35,5,12093.134,11882.656,23975.79
826,United Kingdom,2059,35-39,35,5,2289.702,2203.784,4493.486
840,United States of America,2059,35-39,35,5,12014.679,11808.993,23823.672
826,United Kingdom,2058,35-39,35,5,2288.365,2203.107,4491.472
840,United States of America,2058,35-39,35,5,11927.498,11726.699,23654.197
826,United Kingdom,2057,35-39,35,5,2286.223,2201.581,4487.804
840,United States of America,2057,35-39,35,5,11841.347,11645.003,23486.35
826,United Kingdom,2056,35-39,35,5,2288.379,2204.035,4492.414
840,United States of America,2056,35-39,35,5,11770.689,11577.682,23348.371
826,United Kingdom,2055,35-39,35,5,2297.643,2213.101,4510.744
840,United States of America,2055,35-39,35,5,11725.225,11534.072,23259.297
826,United Kingdom,2054,35-39,35,5,2312.824,2228.296,4541.12
